Waterbody Type,Constituent Group,Constituent,TADA.Constituent,Fraction,Use,Use Description,Type,Magnitude_Text,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source,Listing Methodology,DEC Use,DEC Use Description,Notes
Freshwater,Toxics,Bis(2-chloro-isoproply) Ether,BIS(2-CHLOROISOPROPYL) ETHER,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1400,1400,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Bis(2-chloro-isoproply) Ether,BIS(2-CHLOROISOPROPYL) ETHER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,170000,170000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Bis-chloromethyl Ether,BIS(CHLOROMETHYL) ETHER,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1400,1400,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Bis-chloromethyl Ether,BIS(CHLOROMETHYL) ETHER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,0.00013,0.00013,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Bromate,BROMATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,10,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Butylbenzyl Phthalate,BUTYL BENZYL PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,3000,3000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Butylbenzyl Phthalate,BUTYL BENZYL PHTHALATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,5200,5200,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Boron ,BORON,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,750,750,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Cadmium ,CADMIUM,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,See equation,,ug/L,Maximum,1 in most recent 3 years,1-hour average,Hardness dependent,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Cadmium ,CADMIUM,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,See equation,,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Hardness dependent,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Cadmium ,CADMIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Cadmium ,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,10,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Cadmium ,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,10,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,
Marine,Toxics,Cadmium ,CADMIUM,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,40,40,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Cadmium ,CADMIUM,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,8.8,8.8,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Carbofuran,CARBOFURAN,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,40,40,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Carbon Tetrachloride,CARBON TETRACHLORIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Chlordane,CHLORDANE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2,2,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2.4,2.4,ug/L,Maximum,1 in most recent 3 years,24-hour Max,,,,Aquatic Life,,
Freshwater,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0043,0.0043,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,,,Aquatic Life,,
Marine,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.09,0.09,ug/L,Maximum,1 in most recent 3 years,24-hour Max,,,,Aquatic Life,,
Marine,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.004,0.004,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,,,Aquatic Life,,
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,860,860,mg/L,Maximum,1 in most recent 3 years,1-hour average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,230,230,mg/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Chlorine,CHLORINE,Total Residual  ,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,19,19,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Chlorine,CHLORINE,Total Residual  ,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,11,11,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Chlorine,CHLORINE,Total Residual  ,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,13,13,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Chlorine,CHLORINE,Total Residual  ,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,7.5,7.5,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Chlorite,CHLORITE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1000,1000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Chlorobenzene,CHLOROBENZENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,21000,21000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Chlorobenzene,CHLOROBENZENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,680,680,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Chloro-napthalene, 2-",2-CHLORONAPHTHALENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1700,1700,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Chloro-napthalene, 2-",2-CHLORONAPHTHALENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,4300,4300,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Chlorophenol, 2-",CHLOROPHENOL,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,120,400,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Chlorophenol, 2-",CHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,120,400,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.083,0.083,ug/L,Maximum,1 in most recent 3 years,1-hour Average,,AK Toxics Manual,CALM,Aquatic Life,,
Freshwater,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.041,0.041,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual,CALM,Aquatic Life,,
Marine,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.011,0.011,ug/L,Maximum,1 in most recent 3 years,1-hour Average,,AK Toxics Manual,CALM,Aquatic Life,,
Marine,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0056,0.0056,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual,CALM,Aquatic Life,,
Freshwater,Toxics,Chromium,CHROMIUM,Total Recoverable  ,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,100,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Chromium,CHROMIUM,Total Recoverable  ,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,100,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Chromium (III),CHROMIUM(III),Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,See equation,,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Chromium (III),CHROMIUM(III),Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,See equation,,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Chromium (VI),CHROMIUM(VI),Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,16,16,ug/L,Maximum,1 in most recent 3 years,1-hour average,Hardness dependent,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Chromium (VI),CHROMIUM(VI),Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,11,11,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Hardness dependent,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Chromium (VI),CHROMIUM(VI),Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,50,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,
Marine,Toxics,Chromium (VI),CHROMIUM(VI),Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,1100,1100,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Chromium (VI),CHROMIUM(VI),Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,50,50,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Cobalt,COBALT,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,50,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Copper,COPPER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,See equation,,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Copper,COPPER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,See equation,,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Copper,COPPER,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1300,1300,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Water and Aquatic Organisms,total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Copper,COPPER,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,200,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Marine,Toxics,Copper,COPPER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,4.8,4.8,ug/L,Maximum,1 in most recent 3 years,24-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Copper,COPPER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,3.1,3.1,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Cyanide,CYANIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,22,22,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Cyanide,CYANIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,5.2,5.2,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Cyanide,CYANIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,220000,220000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Cyanide,CYANIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,700,700,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Water and Aquatic Organisms,
Freshwater,Toxics,Cyanide,CYANIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,200,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Marine,Toxics,Cyanide,CYANIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,1,1,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Cyanide,CYANIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,1,1,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Dalapon,DALAPON,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,200,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,1.1,1.1,ug/L,Maximum,1 in most recent 3 years,24-hour max,,AK Toxics Manual,CALM,Aquatic Life,,
Freshwater,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.001,0.001,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,AK Toxics Manual,CALM,Aquatic Life,,
Marine,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.13,0.13,ug/L,Maximum,1 in most recent 3 years,24-hour max,,AK Toxics Manual,CALM,Aquatic Life,,
Marine,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.001,0.001,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,AK Toxics Manual,CALM,Aquatic Life,,
Freshwater,Toxics,Demeton,DEMETON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.1,0.1,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual,CALM,Aquatic Life,,
Marine,Toxics,Demeton,DEMETON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.1,0.1,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual,CALM,Aquatic Life,,
Freshwater,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.17,0.17,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual,CALM,Aquatic Life,,
Freshwater,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.17,0.17,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual,CALM,Aquatic Life,,
Marine,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.82,0.82,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual,CALM,Aquatic Life,,
Marine,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.82,0.82,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual,CALM,Aquatic Life,,
Freshwater,Toxics,Dibromo-chloropropane,DIBROMOCHLOROPROPANE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.2,0.2,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Marine,Toxics,"Dichlorobenzene 1,2-","1,2-DICHLOROBENZENE-D4",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,17000,17000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Dichlorobenzene 1,2-","1,2-DICHLOROBENZENE-D4",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2700,2700,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Freshwater,Toxics,"Dichlorobenzene 1,2-","1,2-DICHLOROBENZENE-D4",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,600,600,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Marine,Toxics,"Dichlorobenzene 1,3-","1,3-DICHLOROBENZENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2600,2600,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Dichlorobenzene 1,3-","1,3-DICHLOROBENZENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,400,400,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Dichlorobenzene 1,4-","1,4-DICHLOROBENZENE-D4",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2600,2600,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Dichlorobenzene 1,4-","1,4-DICHLOROBENZENE-D4",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,400,400,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Freshwater,Toxics,"Dichlorobenzene 1,4-","1,4-DICHLOROBENZENE-D4",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,75,75,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,"Dichloroethane 1,2-","1,2-DICHLOROETHANE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,"Dichloroethylene 1,1-","1,1-DICHLOROETHYLENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,7,7,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,"Dichloroethylene cis-1,2-","CIS-1,2-DICHLOROETHYLENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,70,70,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,"Dichloroethylene trans-1,2-","TRANS-1,2-DICHLOROETHYLENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,100,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
