Waterbody Type,Constituent Group,Constituent,TADA.CharacteristicName,Fraction,Use,Use Description,Type,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source,Listing Methodology,DEC Use,DEC Use Description,Notes,AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency,Exceed_Num,Exceed_Freq,Exceed,Binomial_Value,Exceed_Binomial
Freshwater,Dissolved Inorganic Substances,NA,TOTAL DISSOLVED SOLIDS,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1010601_012,Texas Creek,STREAM,River,MG/L,NA,2,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,VANADIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1010601_012,Texas Creek,STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,COPPER,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater streams and rivers,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Inorganic Substances,NA,SULFATE,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_009,Shakes Slough,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_011,Stikine River,RIVER/STREAM,River,UG/L,DISSOLVED,4,4,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,ALUMINUM,Total Recoverable,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_011,Stikine River,STREAM,River,UG/L,TOTAL RECOVERABLE,36,33,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,BORON,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_011,Stikine River,STREAM,River,UG/L,DISSOLVED,9,9,4,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Conventional,NA,CHLORIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_011,Stikine River,STREAM,River,MG/L,DISSOLVED,36,33,5,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,7,NA
Freshwater,Toxics,NA,NITRITE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_011,Stikine River,STREAM,River,UG/L,DISSOLVED,8,4,3,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,COPPER,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater streams and rivers,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Inorganic Substances,NA,SULFATE,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater streams and rivers,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Inorganic Substances,NA,SULFATE,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater streams and rivers,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Inorganic Substances,NA,SULFATE,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021109_005,Neka River,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater streams and rivers,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Toxics,NA,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Inorganic Substances,NA,SULFATE,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
Freshwater,Toxics,NA,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,UG/L,DISSOLVED,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Dissolved Gas,NA,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_1030103_001,Antler River,RIVER/STREAM,River,MG/L,NA,1,1,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,NA,NA,NA,1,NA
